X,Y,id,lbl,fip,mmt_id,short__frm,long_frm,adm0,adm1,adm2,adm3,adm4,adm5,stl-0,stl-1,stl-2,stl-3,stl-4,stl-5,bbox
-0.143714550973229,6.16522649604777,113,GHA-113,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Ho Municipal,-,-,-,92,9,3,-,-,-,"[ -0.330580, 5.991120, 0.053610, 6.335900 ]"
-1.24825268944469,7.23169665167915,114,GHA-114,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Hohoe,-,-,-,92,9,4,-,-,-,"[ -1.543790, 6.914990, -0.897090, 7.534860 ]"
-0.987919531343706,7.66710812203905,115,GHA-115,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Jasikan,-,-,-,92,9,5,-,-,-,"[ -1.317190, 7.456720, -0.785650, 7.878000 ]"
-0.861479455690251,8.05161269071742,116,GHA-116,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Kadjebi,-,-,-,92,9,6,-,-,-,"[ -1.433580, 7.711910, -0.552490, 8.391500 ]"
-0.598463797934148,8.63287102018547,117,GHA-117,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Keta,-,-,-,92,9,7,-,-,-,"[ -1.277470, 7.950690, 0.248130, 9.315100 ]"
-0.007971595678381,7.99434836413376,118,GHA-118,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Ketu,-,-,-,92,9,8,-,-,-,"[ -0.375660, 7.652190, 0.243750, 8.333540 ]"
0.473080106738169,5.87608099374399,119,GHA-119,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Kpando,-,-,-,92,9,9,-,-,-,"[ 0.333760, 5.760910, 0.687070, 5.991280 ]"
-0.14060006665,5.99784919494339,120,GHA-120,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Krachi,-,-,-,92,9,10,-,-,-,"[ -0.329800, 5.859280, 0.020810, 6.136820 ]"
-0.278562436874297,6.10673229480895,121,GHA-121,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Krachi East,-,-,-,92,9,11,-,-,-,"[ -0.365660, 6.024830, -0.209630, 6.189870 ]"
-1.58116109041401,8.39303532011495,122,GHA-122,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,Nkwanta,-,-,-,92,9,12,-,-,-,"[ -1.931090, 8.011780, -1.131360, 8.774380 ]"
-1.47020665235404,8.93751485633944,123,GHA-123,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,North Tongu,-,-,-,92,9,13,-,-,-,"[ -2.212430, 8.542730, -0.715440, 9.332260 ]"
-0.788709884172921,9.42168563153674,124,GHA-124,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,South Dayi,-,-,-,92,9,14,-,-,-,"[ -0.939790, 9.301180, -0.633070, 9.553620 ]"
-0.142070442627515,8.85910775751011,125,GHA-125,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Volta,South Tongu,-,-,-,92,9,15,-,-,-,"[ -0.493240, 8.502780, 0.188610, 9.215450 ]"
-1.05931286999104,9.70467404947514,126,GHA-126,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Ahanta West,-,-,-,92,10,1,-,-,-,"[ -1.331010, 9.315100, -0.894940, 10.094330 ]"
-0.858471829236273,9.82486349432131,127,GHA-127,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Aowin/Suaman,-,-,-,92,10,2,-,-,-,"[ -1.028420, 9.459340, -0.601020, 10.190140 ]"
-0.533737445993965,9.93869991405661,128,GHA-128,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Bia,-,-,-,92,10,3,-,-,-,"[ -0.763350, 9.532540, -0.278560, 10.339930 ]"
-0.232567370955768,5.70653476952706,129,GHA-129,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Bibiani/Anhwiaso/Bekwai,-,-,-,92,10,4,-,-,-,"[ -0.331000, 5.605950, -0.135550, 5.812070 ]"
-0.177149589045204,5.58995703413349,130,GHA-130,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Jomoro,-,-,-,92,10,5,-,-,-,"[ -0.295830, 5.512930, -0.067740, 5.666610 ]"
-0.048835441842914,5.7276494244853,131,GHA-131,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Juabeso,-,-,-,92,10,6,-,-,-,"[ -0.163170, 5.598500, 0.069850, 5.859050 ]"
-2.24077454795766,6.89330722667308,132,GHA-132,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Mpohor/Wassa East,-,-,-,92,10,7,-,-,-,"[ -2.386990, 6.710980, -2.056400, 7.079050 ]"
-2.27842833866458,8.6788219207162,133,GHA-133,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Nzema East,-,-,-,92,10,8,-,-,-,"[ -2.779670, 8.147130, -1.746650, 9.207980 ]"
-2.74454095024813,7.69193790242561,134,GHA-134,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Sefwi-Wiawso,-,-,-,92,10,9,-,-,-,"[ -2.933150, 7.434570, -2.575920, 7.949610 ]"
-2.80267489138183,7.17759623409019,135,GHA-135,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Shama Ahanta East Metropolitan,-,-,-,92,10,10,-,-,-,"[ -3.116330, 6.851670, -2.407220, 7.503350 ]"
-2.25411149030805,6.3013105094766,136,GHA-136,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Wasa Amenfi East,-,-,-,92,10,11,-,-,-,"[ -2.437620, 6.101540, -2.081380, 6.501040 ]"
-1.98462573599118,7.17063395852792,137,GHA-137,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Wasa Amenfi West,-,-,-,92,10,12,-,-,-,"[ -2.175110, 7.023720, -1.827620, 7.318630 ]"
-0.269083840203633,5.83173631749426,138,GHA-138,GH,GHA,Ghana,Republic of Ghana GH,Ghana,Western,Wassa West,-,-,-,92,10,13,-,-,-,"[ -0.401820, 5.739340, -0.129260, 5.922610 ]"
